id,request_id,volunteer_id,elderly_id,accepted,matched_at,distance_km,skill_match,response_rate,time_match,urgency_factor,match_score,urgency
HM32,CR001,V032,E001,FALSE,2025-04-14T21:19:21Z,2.796329269107321,0.2,0.5,0.5,1.2,0.48697954970604124,High
HM33,CR001,V033,E001,FALSE,2025-04-02T05:47:56Z,3.8621577185807334,0.14285714285714285,0.64,0.5,1.2,0.47572504608776894,High
HM34,CR001,V034,E001,FALSE,2025-03-22T05:54:30Z,4.594565354627823,0.2,0.28,0.5,1.2,0.27394313747871585,High
HM35,CR001,V035,E001,FALSE,2025-03-27T07:06:59Z,1.1986868213583985,0.5,0.36,0.5,1.2,0.6035586642867938,High
HM36,CR001,V036,E001,FALSE,2025-04-03T12:03:31Z,2.1904952412708236,0.16666666666666666,0.51,0.5,1.2,0.41756688630032096,High
HM37,CR001,V037,E001,FALSE,2025-03-20T11:19:39Z,3.666868880323935,0.2,0.67,0.5,1.2,0.4793799489156015,High
HM38,CR001,V038,E001,FALSE,2025-03-23T03:04:21Z,2.0166584110227337,0.5,1.01,0.5,1.2,0.7054617289763985,High
HM39,CR001,V039,E001,FALSE,2025-03-19T13:27:56Z,0.80679433795599,0.2,0.47,0,1.2,0.43676333824818514,High
HM40,CR001,V040,E001,FALSE,2025-03-18T15:17:38Z,2.6222691327457253,0.3333333333333333,0.31,0.5,1.2,0.5049907312910914,High
HM41,CR001,V041,E001,FALSE,2025-03-18T15:24:35Z,0.41955514285333334,0.3333333333333333,0.31,1,1.2,0.5856512915751795,High
HM42,CR001,V042,E001,FALSE,2025-03-23T04:35:50Z,1.1318010976654447,0.5,0.48,0.5,1.2,0.6329407565653987,High
HM43,CR001,V043,E001,TRUE,2025-04-05T01:06:56Z,0.9085929911787693,0.5,0.93,0.5,1.2,0.7150324694343362,High
HM44,CR001,V044,E001,FALSE,2025-04-14T12:53:47Z,5.814197926078585,0.3333333333333333,0.3,1,1.2,0.3249857367450909,High
HM45,CR001,V045,E001,FALSE,2025-04-10T07:04:01Z,2.274063188842024,0.5,0.53,1,1.2,0.6010432374380604,High
HM46,CR001,V046,E001,FALSE,2025-03-29T06:47:53Z,5.348392594224904,0.16666666666666666,0.63,1,1.2,0.3458177777024403,High
HM47,CR001,V047,E001,FALSE,2025-03-18T11:40:38Z,2.16685569545883,0.3333333333333333,0.43,0.5,1.2,0.5193289711304373,High
HM48,CR001,V048,E001,TRUE,2025-04-03T03:25:33Z,3.8554025327571777,0,0.76,0.5,1.2,0.4130291723209882,High
HM49,CR001,V049,E001,TRUE,2025-04-09T15:04:43Z,4.21375109350377,0.2,0.81,0.5,1.2,0.397519180299826,High
HM50,CR001,V050,E001,FALSE,2025-04-09T04:20:27Z,2.4450279669996715,0.4,0.34,0.5,1.2,0.46515255536924593,High
HM51,CR001,V051,E001,FALSE,2025-04-02T15:34:00Z,2.538011080040605,0,0,0,1.2,0.24143051353752448,High
HM52,CR002,V001,E001,FALSE,2025-03-28T09:45:06Z,5.756074682032221,0.3333333333333333,0.69,0.5,1,0.3556683480087693,Medium
HM53,CR002,V002,E001,FALSE,2025-03-23T21:33:21Z,1.0352478041032602,0.5,0.58,0.5,1,0.6182193321183111,Medium
HM54,CR002,V003,E001,TRUE,2025-03-29T04:34:18Z,2.109099046548329,0.5,0.73,1,1,0.7135523223607949,Medium
HM55,CR002,V004,E001,FALSE,2025-04-06T19:14:16Z,4.392930738805599,0.5,0.44,0.5,1,0.5704164501722215,Medium
HM56,CR002,V005,E001,TRUE,2025-04-05T14:16:32Z,0.7859969908315022,0.3333333333333333,0.97,0.5,1,0.6591949412372218,Medium
HM57,CR002,V006,E001,FALSE,2025-04-14T09:28:37Z,4.945934351120525,0.16666666666666666,0.37,0.5,1,0.4145753689571201,Medium
HM58,CR002,V007,E001,TRUE,2025-03-29T19:30:42Z,1.0798486445963633,0.3333333333333333,0.85,1,1,0.6867202772626201,Medium
HM59,CR002,V008,E001,FALSE,2025-03-31T15:15:34Z,4.229144615644877,0.3333333333333333,0.47,0.5,1,0.5122695700157198,Medium
HM60,CR002,V009,E001,FALSE,2025-03-27T02:19:43Z,3.135773217030195,0,0.51,1,1,0.3572720053678371,Medium
HM61,CR002,V010,E001,FALSE,2025-04-02T22:34:05Z,4.798582475991141,0.5,0.76,0.5,1,0.48052696264656275,Medium
HM62,CR002,V011,E001,TRUE,2025-04-07T17:10:28Z,2.1698091985945576,0.2857142857142857,0.92,0.5,1,0.5481406743505809,Medium
HM63,CR002,V012,E001,FALSE,2025-03-25T19:31:22Z,3.698143486052046,0.16666666666666666,0.34,0.5,1,0.31398312115657223,Medium
HM64,CR002,V013,E001,FALSE,2025-03-19T14:01:04Z,1.495102930706807,0.16666666666666666,0.69,0.5,1,0.4856619160186601,Medium
HM65,CR002,V014,E001,TRUE,2025-04-07T21:48:31Z,1.4486682730821707,0.3333333333333333,0.61,1,1,0.6219025270314371,Medium
HM66,CR002,V015,E001,FALSE,2025-04-01T09:52:00Z,0.9206927986989616,0.5,0.39,0.5,1,0.5855064862138941,Medium
HM67,CR002,V016,E001,TRUE,2025-04-15T12:23:42Z,2.110050670969256,0.2857142857142857,0.7,0.5,1,0.5718233962708027,Medium
HM68,CR002,V017,E001,FALSE,2025-04-04T20:52:17Z,2.635711658571031,0.3333333333333333,0.4,1,1,0.5525092181355403,Medium
HM69,CR002,V018,E001,FALSE,2025-03-23T02:37:45Z,1.27102542136387,0.16666666666666666,0.63,0.5,1,0.48400395491141107,Medium
HM70,CR002,V019,E001,FALSE,2025-03-23T19:44:41Z,2.9055511325912664,0.5,0.47,1,1,0.5598976400342492,Medium
HM71,CR002,V020,E001,FALSE,2025-03-17T14:49:23Z,2.483987697435199,0.2857142857142857,0.52,0.5,1,0.4536401282502435,Medium
HM72,CR002,V021,E001,FALSE,2025-04-12T19:55:44Z,1.6102082502007096,0.3333333333333333,0.55,0.5,1,0.519016029477916,Medium
HM73,CR002,V022,E001,TRUE,2025-04-09T17:06:15Z,1.8935381578677746,0.16666666666666666,0.76,0.5,1,0.5249696322543334,Medium
HM74,CR002,V023,E001,TRUE,2025-03-24T19:18:50Z,3.65947207516077,0.14285714285714285,0.41,0.5,1,0.3202441459815908,Medium
HM75,CR002,V024,E001,FALSE,2025-03-18T12:41:59Z,4.436381097473027,0.2,0.65,0.5,1,0.4576219746736994,Medium
HM76,CR002,V025,E001,TRUE,2025-04-04T17:01:25Z,0.4684576133605554,0.4,0.5,1,1,0.6491894396916795,Medium
HM77,CR002,V026,E001,FALSE,2025-03-27T00:18:41Z,3.200959961262328,0.16666666666666666,0.5,0.5,1,0.3689300530699438,Medium
HM78,CR002,V027,E001,FALSE,2025-04-03T01:48:26Z,3.878571949159337,0.2857142857142857,0.69,1,1,0.5627802077666526,Medium
HM79,CR002,V028,E001,FALSE,2025-03-29T02:18:54Z,3.5534882100114453,0,0.48,0.5,1,0.3639964259228128,Medium
HM80,CR002,V029,E001,TRUE,2025-03-26T09:00:55Z,5.253560267480482,0.16666666666666666,0.5,1,1,0.48584266255158237,Medium
HM81,CR002,V030,E001,TRUE,2025-03-30T20:05:19Z,2.142877563982247,0.4,0.6,0.5,1,0.5805489792927174,Medium
HM82,CR002,V031,E001,TRUE,2025-03-18T08:35:44Z,4.174156494030048,0.5,0.37,1,1,0.609782207784153,Medium
HM83,CR002,V032,E001,TRUE,2025-04-10T06:28:49Z,2.796329269107321,0.2,0.5,1,1,0.5369795497060412,Medium
HM84,CR002,V033,E001,FALSE,2025-03-20T03:57:26Z,3.8621577185807334,0.14285714285714285,0.64,1,1,0.5257250460877689,Medium
HM85,CR002,V034,E001,FALSE,2025-04-13T01:07:08Z,4.594565354627823,0.2,0.28,0.5,1,0.27394313747871585,Medium
HM86,CR002,V035,E001,FALSE,2025-04-07T07:26:42Z,1.1986868213583985,0.5,0.36,0.5,1,0.6035586642867938,Medium
HM87,CR002,V036,E001,FALSE,2025-04-01T23:18:36Z,2.1904952412708236,0.16666666666666666,0.51,1,1,0.46756688630032095,Medium
HM88,CR002,V037,E001,FALSE,2025-04-15T01:49:05Z,3.666868880323935,0.2,0.67,0.5,1,0.4793799489156015,Medium
HM89,CR002,V038,E001,FALSE,2025-03-19T02:33:12Z,2.0166584110227337,0.5,1.01,1,1,0.7554617289763984,Medium
HM90,CR002,V039,E001,FALSE,2025-04-08T18:25:48Z,0.80679433795599,0.2,0.47,0.5,1,0.48676333824818513,Medium
HM91,CR002,V040,E001,FALSE,2025-03-23T03:33:13Z,2.6222691327457253,0.3333333333333333,0.31,1,1,0.5549907312910914,Medium
HM92,CR002,V041,E001,TRUE,2025-03-24T04:04:09Z,0.41955514285333334,0.3333333333333333,0.31,1,1,0.5856512915751795,Medium
HM93,CR002,V042,E001,FALSE,2025-03-28T14:59:14Z,1.1318010976654447,0.5,0.48,0.5,1,0.6329407565653987,Medium
HM94,CR002,V043,E001,TRUE,2025-04-05T16:42:48Z,0.9085929911787693,0.5,0.93,1,1,0.7650324694343361,Medium
HM95,CR002,V044,E001,TRUE,2025-03-26T06:16:18Z,5.814197926078585,0.3333333333333333,0.3,0.5,1,0.2749857367450909,Medium
HM96,CR002,V045,E001,TRUE,2025-03-27T06:00:29Z,2.274063188842024,0.5,0.53,0.5,1,0.5510432374380605,Medium
HM97,CR002,V046,E001,FALSE,2025-04-09T15:19:40Z,5.348392594224904,0.16666666666666666,0.63,0.5,1,0.29581777770244033,Medium
HM98,CR002,V047,E001,FALSE,2025-03-23T13:52:22Z,2.16685569545883,0.3333333333333333,0.43,0.5,1,0.5193289711304373,Medium
HM99,CR002,V048,E001,FALSE,2025-03-21T09:20:07Z,3.8554025327571777,0,0.76,1,1,0.46302917232098817,Medium
HM100,CR002,V049,E001,TRUE,2025-03-19T01:34:35Z,4.21375109350377,0.2,0.81,1,1,0.44751918029982607,Medium
HM101,CR002,V050,E001,TRUE,2025-04-12T05:44:44Z,2.4450279669996715,0.4,0.34,1,1,0.515152555369246,Medium
HM102,CR002,V051,E001,FALSE,2025-04-04T05:12:41Z,2.538011080040605,0,0,0,1,0.24143051353752448,Medium
HM103,CR003,V001,E001,FALSE,2025-04-01T10:13:22Z,5.756074682032221,0.3333333333333333,0.69,1,1,0.4056683480087693,Medium
HM104,CR003,V002,E001,FALSE,2025-04-04T12:35:28Z,1.0352478041032602,0.5,0.58,0,1,0.5682193321183111,Medium
HM105,CR003,V003,E001,FALSE,2025-04-09T10:03:26Z,2.109099046548329,0.5,0.73,0.5,1,0.663552322360795,Medium
HM106,CR003,V004,E001,FALSE,2025-04-03T11:28:30Z,4.392930738805599,0.5,0.44,1,1,0.6204164501722215,Medium
HM107,CR003,V005,E001,TRUE,2025-04-02T13:41:17Z,0.7859969908315022,0.3333333333333333,0.97,0.5,1,0.6591949412372218,Medium
HM108,CR003,V006,E001,FALSE,2025-03-28T10:18:41Z,4.945934351120525,0.16666666666666666,0.37,0,1,0.3645753689571201,Medium
HM109,CR003,V007,E001,FALSE,2025-04-11T21:38:51Z,1.0798486445963633,0.3333333333333333,0.85,0.5,1,0.6367202772626201,Medium
HM110,CR003,V008,E001,FALSE,2025-03-25T20:52:40Z,4.229144615644877,0.3333333333333333,0.47,0,1,0.4622695700157198,Medium
HM111,CR003,V009,E001,TRUE,2025-03-31T06:53:15Z,3.135773217030195,0,0.51,0.5,1,0.3072720053678371,Medium
HM112,CR003,V010,E001,FALSE,2025-04-12T20:41:31Z,4.798582475991141,0.5,0.76,0.5,1,0.48052696264656275,Medium
HM113,CR003,V011,E001,TRUE,2025-04-02T00:02:35Z,2.1698091985945576,0.2857142857142857,0.92,0.5,1,0.5481406743505809,Medium
HM114,CR003,V012,E001,FALSE,2025-04-11T07:25:01Z,3.698143486052046,0.16666666666666666,0.34,1,1,0.3639831211565723,Medium
HM115,CR003,V013,E001,TRUE,2025-04-06T15:02:49Z,1.495102930706807,0.16666666666666666,0.69,1,1,0.5356619160186601,Medium
HM116,CR003,V014,E001,TRUE,2025-04-06T11:08:48Z,1.4486682730821707,0.3333333333333333,0.61,1,1,0.6219025270314371,Medium
HM117,CR003,V015,E001,FALSE,2025-03-31T11:08:18Z,0.9206927986989616,0.5,0.39,1,1,0.635506486213894,Medium
HM118,CR003,V016,E001,TRUE,2025-03-17T22:07:58Z,2.110050670969256,0.2857142857142857,0.7,0.5,1,0.5718233962708027,Medium
HM119,CR003,V017,E001,FALSE,2025-04-10T16:44:10Z,2.635711658571031,0.3333333333333333,0.4,1,1,0.5525092181355403,Medium
HM120,CR003,V018,E001,TRUE,2025-04-01T17:14:11Z,1.27102542136387,0.16666666666666666,0.63,1,1,0.5340039549114111,Medium
HM121,CR003,V019,E001,TRUE,2025-04-02T06:39:25Z,2.9055511325912664,0.5,0.47,0.5,1,0.5098976400342493,Medium
HM122,CR003,V020,E001,FALSE,2025-04-08T16:48:02Z,2.483987697435199,0.2857142857142857,0.52,0.5,1,0.4536401282502435,Medium
HM123,CR003,V021,E001,FALSE,2025-04-16T00:05:46Z,1.6102082502007096,0.3333333333333333,0.55,0.5,1,0.519016029477916,Medium
HM124,CR003,V022,E001,TRUE,2025-04-07T00:53:30Z,1.8935381578677746,0.16666666666666666,0.76,1,1,0.5749696322543334,Medium
HM125,CR003,V023,E001,FALSE,2025-03-31T05:41:14Z,3.65947207516077,0.14285714285714285,0.41,0.5,1,0.3202441459815908,Medium
HM126,CR003,V024,E001,FALSE,2025-03-21T20:16:48Z,4.436381097473027,0.2,0.65,0,1,0.4076219746736994,Medium
HM127,CR003,V025,E001,FALSE,2025-04-06T01:44:40Z,0.4684576133605554,0.4,0.5,0.5,1,0.5991894396916796,Medium
HM128,CR003,V026,E001,TRUE,2025-04-14T16:52:27Z,3.200959961262328,0.16666666666666666,0.5,0,1,0.3189300530699438,Medium
HM129,CR003,V027,E001,FALSE,2025-04-07T21:32:30Z,3.878571949159337,0.2857142857142857,0.69,0.5,1,0.5127802077666527,Medium
HM130,CR003,V028,E001,FALSE,2025-03-23T07:00:32Z,3.5534882100114453,0,0.48,1,1,0.4139964259228128,Medium
HM131,CR003,V029,E001,TRUE,2025-04-15T04:44:12Z,5.253560267480482,0.16666666666666666,0.5,0.5,1,0.4358426625515824,Medium
HM132,CR003,V030,E001,FALSE,2025-04-16T10:39:31Z,2.142877563982247,0.4,0.6,0.5,1,0.5805489792927174,Medium
HM133,CR003,V031,E001,TRUE,2025-04-04T03:06:30Z,4.174156494030048,0.5,0.37,0.5,1,0.5597822077841531,Medium
HM134,CR003,V032,E001,FALSE,2025-03-19T17:16:20Z,2.796329269107321,0.2,0.5,0.5,1,0.48697954970604124,Medium
HM135,CR003,V033,E001,TRUE,2025-04-08T13:57:48Z,3.8621577185807334,0.14285714285714285,0.64,0.5,1,0.47572504608776894,Medium
HM136,CR003,V034,E001,FALSE,2025-04-03T14:37:04Z,4.594565354627823,0.2,0.28,0.5,1,0.27394313747871585,Medium
HM137,CR003,V035,E001,FALSE,2025-03-20T13:53:00Z,1.1986868213583985,0.5,0.36,0.5,1,0.6035586642867938,Medium
HM138,CR003,V036,E001,FALSE,2025-03-31T20:07:36Z,2.1904952412708236,0.16666666666666666,0.51,0.5,1,0.41756688630032096,Medium
HM139,CR003,V037,E001,FALSE,2025-03-25T06:22:11Z,3.666868880323935,0.2,0.67,0.5,1,0.4793799489156015,Medium
HM140,CR003,V038,E001,FALSE,2025-04-15T05:23:34Z,2.0166584110227337,0.5,1.01,0.5,1,0.7054617289763985,Medium
HM141,CR003,V039,E001,FALSE,2025-04-08T00:32:03Z,0.80679433795599,0.2,0.47,0,1,0.43676333824818514,Medium
HM142,CR003,V040,E001,FALSE,2025-04-05T23:16:09Z,2.6222691327457253,0.3333333333333333,0.31,0.5,1,0.5049907312910914,Medium
HM143,CR003,V041,E001,FALSE,2025-03-29T04:17:26Z,0.41955514285333334,0.3333333333333333,0.31,1,1,0.5856512915751795,Medium
HM144,CR003,V042,E001,FALSE,2025-04-07T22:11:31Z,1.1318010976654447,0.5,0.48,0.5,1,0.6329407565653987,Medium
HM145,CR003,V043,E001,TRUE,2025-04-01T10:03:31Z,0.9085929911787693,0.5,0.93,0.5,1,0.7150324694343362,Medium
HM146,CR003,V044,E001,FALSE,2025-04-13T05:49:08Z,5.814197926078585,0.3333333333333333,0.3,1,1,0.3249857367450909,Medium
HM147,CR003,V045,E001,TRUE,2025-04-13T21:21:45Z,2.274063188842024,0.5,0.53,1,1,0.6010432374380604,Medium
HM148,CR003,V046,E001,FALSE,2025-04-10T02:24:23Z,5.348392594224904,0.16666666666666666,0.63,1,1,0.3458177777024403,Medium
HM149,CR003,V047,E001,FALSE,2025-04-14T01:22:20Z,2.16685569545883,0.3333333333333333,0.43,0.5,1,0.5193289711304373,Medium
HM150,CR003,V048,E001,FALSE,2025-03-20T05:52:46Z,3.8554025327571777,0,0.76,0.5,1,0.4130291723209882,Medium
HM151,CR003,V049,E001,FALSE,2025-04-05T06:21:41Z,4.21375109350377,0.2,0.81,0.5,1,0.397519180299826,Medium
HM152,CR003,V050,E001,FALSE,2025-04-14T04:30:46Z,2.4450279669996715,0.4,0.34,0.5,1,0.46515255536924593,Medium
HM153,CR003,V051,E001,TRUE,2025-04-05T19:32:37Z,2.538011080040605,0,0,0,1,0.24143051353752448,Medium
HM154,CR004,V001,E002,FALSE,2025-04-12T10:20:24Z,5.227521048394163,0.4,0.69,0,1,0.3567297977664232,Medium
HM155,CR004,V002,E002,FALSE,2025-04-05T19:07:43Z,1.5386465158794618,0,0.58,1,1,0.4449855454209479,Medium
HM156,CR004,V003,E002,FALSE,2025-04-06T09:15:07Z,1.9695225022766876,0.14285714285714285,0.73,1,1,0.572842510953985,Medium
HM157,CR004,V004,E002,FALSE,2025-03-31T05:32:50Z,3.7059477905101,0.14285714285714285,0.44,0.5,1,0.4381282757503941,Medium
HM158,CR004,V005,E002,TRUE,2025-04-02T22:58:00Z,0.9308937062715217,0.4,0.97,1,1,0.7325178375475803,Medium
HM159,CR004,V006,E002,FALSE,2025-04-15T07:09:44Z,4.362212741065555,0.2,0.37,1,1,0.4868890347528376,Medium
HM160,CR004,V007,E002,FALSE,2025-03-27T15:03:41Z,1.0882875370799867,0.16666666666666666,0.85,1,1,0.6199237814808207,Medium
HM161,CR004,V008,E002,FALSE,2025-04-04T10:16:10Z,3.528862101510129,0.16666666666666666,0.47,1,1,0.5063764804895877,Medium
HM162,CR004,V009,E002,FALSE,2025-04-05T16:31:36Z,2.9659419927250217,0.25,0.51,1,1,0.4651103695665374,Medium
HM163,CR004,V010,E002,TRUE,2025-03-23T01:55:35Z,4.077790549839841,0.25,0.76,0.5,1,0.4137942823150843,Medium
HM164,CR004,V011,E002,FALSE,2025-03-21T15:11:55Z,1.781958525522021,0.3333333333333333,0.92,1,1,0.6350890936938555,Medium
HM165,CR004,V012,E002,FALSE,2025-03-18T04:12:00Z,3.254808176031112,0.5,0.34,0.5,1,0.46777808418317945,Medium
HM166,CR004,V013,E002,TRUE,2025-03-21T09:24:27Z,1.9228229905428995,0,0.69,0.5,1,0.3992543235134046,Medium
HM167,CR004,V014,E002,FALSE,2025-03-29T05:38:18Z,1.7905398977020768,0.16666666666666666,0.61,0.5,1,0.4973465151812341,Medium
HM168,CR004,V015,E002,FALSE,2025-03-29T14:03:06Z,1.2224311664012188,0.25,0.39,0,1,0.42158010001225144,Medium
HM169,CR004,V016,E002,FALSE,2025-03-21T16:47:22Z,1.6834948312920648,0.14285714285714285,0.7,0.5,1,0.5212429366614408,Medium
HM170,CR004,V017,E002,FALSE,2025-03-18T01:27:52Z,2.3677809539274817,0.16666666666666666,0.4,0.5,1,0.4420255677298786,Medium
HM171,CR004,V018,E002,FALSE,2025-04-04T09:56:41Z,1.8215754982699983,0.5,0.63,0.5,1,0.5919272846952309,Medium
HM172,CR004,V019,E002,FALSE,2025-03-23T14:10:09Z,2.822294240184276,0.3333333333333333,0.47,1,1,0.49707359917098204,Medium
HM173,CR004,V020,E002,TRUE,2025-04-07T01:21:27Z,2.2947255250451835,0.3333333333333333,0.52,1,1,0.5314229244850941,Medium
HM174,CR004,V021,E002,TRUE,2025-03-27T15:35:52Z,1.7778749065466681,0,0.55,0.5,1,0.3779442350824615,Medium
HM175,CR004,V022,E002,FALSE,2025-03-30T13:59:25Z,1.5016817910650144,0.2,0.76,0.5,1,0.5473458048215767,Medium
HM176,CR004,V023,E002,FALSE,2025-04-06T23:47:00Z,3.1890057152905147,0.4,0.41,0.5,1,0.4448151208327455,Medium
HM177,CR004,V024,E002,FALSE,2025-03-22T08:07:39Z,3.7705061989997732,0,0.65,1,1,0.4429883184846206,Medium
HM178,CR004,V025,E002,FALSE,2025-04-02T19:10:30Z,0.6939484258506642,0.2,0.5,0.5,1,0.5139858055572925,Medium
HM179,CR004,V026,E002,FALSE,2025-04-16T08:05:27Z,2.725724634856239,0,0.5,1,1,0.3741973245450967,Medium
HM180,CR004,V027,E002,FALSE,2025-03-27T03:44:35Z,3.4401911591003,0.3333333333333333,0.69,1,1,0.5919443065848649,Medium
HM181,CR004,V028,E002,TRUE,2025-04-04T14:43:11Z,3.1626090412370114,0,0.48,0,1,0.32301671443299207,Medium
HM182,CR004,V029,E002,FALSE,2025-04-11T13:42:41Z,4.545592115306,0.2,0.5,0.5,1,0.4600678136106769,Medium
HM183,CR004,V030,E002,FALSE,2025-04-08T08:06:43Z,1.8491896894363329,0,0.6,0.5,1,0.4273263917822384,Medium
HM184,CR004,V031,E002,FALSE,2025-04-01T17:53:38Z,3.718910657422705,0.3333333333333333,0.37,0.5,1,0.5001193232191379,Medium
HM185,CR004,V032,E002,FALSE,2025-03-19T13:09:48Z,2.7438567305028063,0.25,0.5,0.5,1,0.507786819530726,Medium
HM186,CR004,V033,E002,FALSE,2025-04-11T09:56:05Z,3.204914087512467,0.16666666666666666,0.64,1,1,0.5453602960895518,Medium
HM187,CR004,V034,E002,FALSE,2025-04-08T00:00:35Z,3.839603729850064,0,0.28,1,1,0.27878752016076624,Medium
HM188,CR004,V035,E002,FALSE,2025-03-30T19:59:07Z,1.0394934375084521,0.14285714285714285,0.36,0.5,1,0.4631506504119579,Medium
HM189,CR004,V036,E002,TRUE,2025-03-25T21:34:23Z,2.1156669803648818,0.5,0.51,1,1,0.604353831675467,Medium
HM190,CR004,V037,E002,FALSE,2025-04-01T11:39:44Z,3.517090219553668,0.25,0.67,0.5,1,0.5028363795487616,Medium
HM191,CR004,V038,E002,TRUE,2025-04-13T04:23:26Z,1.9582295409121846,0.14285714285714285,1.01,1,1,0.6139529446602683,Medium
HM192,CR004,V039,E002,FALSE,2025-04-10T10:18:44Z,0.7613560274772823,0.25,0.47,1,1,0.55886049103951,Medium
HM193,CR004,V040,E002,TRUE,2025-04-07T07:00:50Z,2.120998912198086,0.4,0.31,0.5,1,0.5393692475046449,Medium
HM194,CR004,V041,E002,TRUE,2025-03-22T17:34:15Z,0.8039679925948922,0.4,0.31,0.5,1,0.5534468924785795,Medium
HM195,CR004,V042,E002,FALSE,2025-03-21T06:54:29Z,1.938085864032741,0,0.48,0.5,1,0.42363747079962216,Medium
HM196,CR004,V043,E002,TRUE,2025-04-06T03:02:26Z,0.8831825422252383,0.25,0.93,1,1,0.6656188644101868,Medium
